TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,DiscountPercent,PaymentType
466,5/4/2025,1062,2032,402,2,756.48,19,Credit
467,5/4/2025,1165,2010,404,2,124.54,18%,Paypal
468,5/4/2025,1023,2068,402,0,2460.72,12,Credit
469,5/4/2025,1068,2048,401,0,715.26,9%,Credit
470,5/4/2025,1048,2097,402,3,0,17%,NULL
471,5/4/2025,1053,2042,403,0,167.61,16,NULL
472,5/4/2025,1054,2024,401,3,372.81,29%,NULL
473,5/4/2025,1062,2089,402,3,1240.56,17,Credit
474,5/4/2025,1061,2070,403,2,27.34,12,Cash
475,5/4/2025,1097,2059,403,2,0,25,Credit
476,5/4/2025,1066,2046,404,3,200.58,0%,Cash
477,5/4/2025,1025,2092,404,2,771.54,22%,Cash
478,5/4/2025,1052,2047,403,3,334.98,26%,Paypal
479,5/4/2025,1011,2072,402,1,756.54,7,NULL
480,5/4/2025,1004,2033,404,2,0,27,Paypal
481,5/4/2025,1039,2025,403,1,503.32,30%,Cash
482,5/4/2025,1097,2072,402,3,420.3,16,Cash
483,5/4/2025,1140,2083,403,2,1843.58,12,Credit
484,5/4/2025,1195,2062,404,3,3096.8,22%,Credit
485,5/4/2025,1043,2093,403,1,1360.69,11%,Credit
486,5/4/2025,1035,2092,404,1,0,18,Cash
487,5/4/2025,1138,2082,401,0,533.2,11%,NULL
488,5/4/2025,1019,2085,401,0,484.3,27,Paypal
489,5/4/2025,1105,2017,402,0,1391.1,27,Credit
490,5/4/2025,1181,2019,401,1,4202.68,0%,Cash
491,5/4/2025,1129,2058,403,0,1333.5,21%,NULL
492,5/4/2025,1158,2081,404,3,2984.88,8%,NULL
493,5/4/2025,1004,2000,404,0,2907.93,3%,NULL
494,5/4/2025,1004,2067,403,2,465.52,16%,Paypal
495,5/4/2025,1004,2064,404,1,1323.18,23,Credit
496,5/4/2025,1027,2012,402,1,1121.74,6%,Paypal
497,5/4/2025,1049,2079,403,2,3802.16,28,Credit
498,5/4/2025,1068,2050,401,2,0,3,Paypal
499,5/4/2025,1103,2058,402,1,600.08,15,Paypal
500,5/4/2025,1076,2087,401,0,159.32,22%,Cash
501,5/4/2025,1023,2051,404,3,351.96,26%,Credit
502,5/4/2025,1141,2060,401,0,408.38,21,NULL
503,5/4/2025,1179,2021,401,3,835.41,21,Cash
504,5/4/2025,1111,2082,403,0,0,27,Paypal
505,5/4/2025,1135,2005,402,1,1157.71,30%,Cash
506,5/4/2025,1177,2072,404,2,1008.72,25,Paypal
507,5/4/2025,1011,2009,403,0,0,12%,Paypal
508,5/4/2025,1045,2040,401,1,31.09,27,Paypal
509,5/4/2025,1150,2018,404,0,1084.52,7%,NULL
510,5/4/2025,1076,2020,402,3,2254.98,27,NULL
511,5/4/2025,1173,2069,403,3,232.39,23%,Cash
512,5/4/2025,1193,2094,402,0,1480.05,24,Cash
513,5/4/2025,1128,2095,403,0,0,15,Credit
514,5/4/2025,1025,2055,402,0,107.88,2,Credit
515,5/4/2025,1087,2077,404,2,449.46,14,Cash
516,5/4/2025,1007,2081,403,3,746.22,18%,Paypal
517,5/4/2025,1125,2029,403,3,40.53,2,Paypal
518,5/4/2025,1110,2023,404,0,1879.08,1,Cash
519,5/4/2025,1197,2079,403,1,855.49,16%,Credit
520,5/4/2025,1182,2009,401,2,53.05,14%,Credit
521,5/4/2025,1039,2048,402,3,357.63,7,NULL
522,5/4/2025,1081,2046,401,0,33.43,7,Paypal
523,5/4/2025,1001,2039,404,2,2343.46,7%,Paypal
524,5/4/2025,1194,2034,401,1,245.11,6,Paypal
525,5/4/2025,1022,2023,404,3,5637.24,24%,Paypal
526,5/4/2025,1142,2071,404,0,615.16,28,Credit
527,5/4/2025,1006,2011,403,0,1229.22,17%,Credit
528,5/4/2025,1152,2076,403,3,2418.21,29,Cash
529,5/4/2025,1003,2037,404,3,1440.56,1%,NULL
530,5/4/2025,1199,2010,402,1,210.17,29,Cash
531,5/4/2025,1175,2048,402,1,965.6,10%,Paypal
532,5/4/2025,1068,2038,403,3,0,23,Cash
533,5/4/2025,1037,2008,402,3,266.36,9%,Cash
534,5/4/2025,1070,2053,403,3,1830.45,10%,NULL
535,5/4/2025,1005,2009,403,2,53.05,12%,Credit
536,5/4/2025,1063,2092,404,1,867.98,22,Credit
537,5/4/2025,1117,2013,402,2,2244.86,9%,Cash
538,5/4/2025,1001,2050,403,3,0,18,NULL
539,5/4/2025,1084,2056,403,3,1574.16,7,NULL
540,5/4/2025,1166,2076,402,2,0,5%,Credit
541,5/4/2025,1082,2077,402,3,0,8,Paypal
542,5/4/2025,1080,2022,404,2,1073.89,10,Credit
543,5/4/2025,1074,2094,404,1,444.02,15,Credit
544,5/4/2025,1083,2048,403,3,0,29%,NULL
545,5/4/2025,1093,2014,402,1,221.67,24,Paypal
546,5/4/2025,1174,2098,401,3,2723.58,0%,NULL
547,5/4/2025,1181,2026,404,2,507.74,29%,NULL
548,5/4/2025,1177,2008,404,3,332.95,13,Credit
549,5/4/2025,1035,2081,403,1,1343.2,11%,Credit
550,5/4/2025,1064,2084,402,3,845.55,15%,NULL
551,5/4/2025,1096,2009,404,3,198.93,5,Credit
552,5/4/2025,1149,2051,404,0,0,5%,Cash
553,5/4/2025,1092,2089,401,0,827.04,20,NULL
554,5/4/2025,1196,2031,403,1,1526.31,18%,NULL
555,5/4/2025,1165,2078,401,3,142.01,25%,NULL
556,5/4/2025,1192,2042,404,0,1005.66,29,Credit
557,5/4/2025,1002,2012,403,1,560.87,0,Cash
558,5/4/2025,1130,2095,402,3,1963.16,21,NULL
559,5/4/2025,1095,2050,404,1,168.1,13%,NULL
560,5/4/2025,1088,2003,404,0,385.18,16%,Credit
561,5/4/2025,1075,2053,401,0,1830.45,11%,NULL
562,5/4/2025,1186,2018,403,2,1301.42,24%,Credit
563,5/4/2025,1087,2058,402,3,2667,15%,Cash
564,5/4/2025,1089,2060,401,3,408.38,1%,Cash
565,5/4/2025,1184,2089,404,2,1984.9,16%,Credit
566,5/4/2025,1017,2038,401,0,0,3%,Credit
567,5/4/2025,1005,2043,401,1,786.1,16,NULL
568,5/4/2025,1189,2031,402,1,2035.08,7%,Cash
569,5/4/2025,1084,2071,404,3,0,26%,Credit
570,5/4/2025,1059,2051,402,1,527.94,9,NULL
571,5/4/2025,1163,2084,404,3,845.55,0%,Cash
572,5/4/2025,1007,2094,402,3,493.35,3%,Credit
573,5/4/2025,1151,2054,404,0,0,19%,Cash
574,5/4/2025,1180,2027,402,2,0,5,NULL
575,5/4/2025,1192,2090,401,0,286.56,10,NULL
576,5/4/2025,1137,2023,403,2,1503.26,6,Credit
577,5/4/2025,1050,2058,401,2,1066.8,8,Paypal
578,5/4/2025,1171,2062,403,3,619.36,1,Cash
579,5/4/2025,1156,2050,401,2,0,22,Paypal
580,5/4/2025,1090,2058,402,2,1066.8,17,Cash
581,5/4/2025,1157,2075,401,1,702.58,17,Credit
582,5/4/2025,1080,2015,402,2,1619.93,26,Credit
583,5/4/2025,1029,2023,403,1,0,12,Paypal
584,5/4/2025,1130,2049,404,1,845.86,24,Paypal
585,5/4/2025,1147,2049,404,1,845.86,14,Paypal
586,5/4/2025,1124,2081,402,1,2686.39,23,NULL
587,5/4/2025,1125,2036,402,1,588.55,30,NULL
588,5/4/2025,1080,2057,401,2,699.17,2,Paypal
589,5/4/2025,1002,2062,402,1,1114.85,9,Credit
590,5/4/2025,1098,2071,404,3,1845.48,24,Cash
591,5/4/2025,1175,2062,404,3,1858.08,17,Cash
592,5/4/2025,1125,2021,401,0,1670.82,19,Cash
593,5/4/2025,1194,2028,403,0,637.94,24,Paypal
594,5/4/2025,1070,2028,403,1,0,22,Paypal
595,5/4/2025,1199,2058,404,0,2667,12,NULL
596,5/4/2025,1146,2014,403,2,0,16,Credit
597,5/4/2025,1138,2096,401,3,2688.72,6,Credit
598,5/4/2025,1139,2027,404,0,258.61,17,Cash
599,5/4/2025,1188,2083,402,2,1229.06,6,Credit
600,5/4/2025,1008,2057,403,2,699.17,19,Cash
601,5/4/2025,1022,2056,401,1,2361.24,22,Cash
602,5/4/2025,1053,2094,403,3,493.35,5,Cash
603,5/4/2025,1042,2078,402,1,127.81,22,NULL
604,5/4/2025,1052,2007,403,2,2333.56,1,NULL
605,5/4/2025,1152,2068,402,2,656.19,23,Paypal
606,5/4/2025,1180,2037,403,2,288.11,23,NULL
607,5/4/2025,1131,2086,401,1,2414.07,15,Cash
608,5/4/2025,1192,2052,401,2,0,19,Credit
609,5/4/2025,1167,2016,402,1,290.72,20,Cash
610,5/4/2025,1037,2091,403,1,0,7,Credit
611,5/4/2025,1194,2086,404,3,0,13,Credit
612,5/4/2025,1036,2073,403,3,1997.72,11,NULL
613,5/4/2025,1096,2057,401,0,1310.94,9,NULL
614,5/4/2025,1103,2065,403,2,376.27,21,Credit
615,5/4/2025,1116,2062,403,0,1238.72,0,Cash
616,5/4/2025,1198,2093,401,3,0,5,Cash
617,5/4/2025,1162,2085,403,0,0,23,Credit
618,5/4/2025,1136,2050,402,3,933.9,3,NULL
619,5/4/2025,1054,2063,403,2,441.97,29,Paypal
620,5/4/2025,1072,2043,402,3,4367.25,1,Cash
621,5/4/2025,1087,2087,401,0,637.28,1,Paypal
622,5/4/2025,1025,2080,404,0,3329.04,28,Paypal
623,5/4/2025,1031,2020,404,3,1127.49,26,NULL
624,5/4/2025,1000,2054,402,1,1620.92,23,Paypal
625,5/4/2025,1166,2038,402,2,2223.62,4,Cash
626,5/4/2025,1023,2083,403,2,1229.06,18,NULL
627,5/4/2025,1021,2047,402,0,1674.9,22,Cash
628,5/4/2025,1101,2080,403,1,3745.17,8,Credit
629,5/4/2025,1109,2083,401,0,768.16,22,Paypal
630,5/4/2025,1000,2027,404,0,517.22,7,Cash
631,5/4/2025,1033,2075,402,3,780.64,15,Credit
632,5/4/2025,1002,2001,403,0,824.7,4,Credit
633,5/4/2025,1108,2088,402,3,3546.75,17,Credit
634,5/4/2025,1018,2029,404,0,27.02,21,Cash
635,5/4/2025,1187,2013,401,2,2993.15,14,Paypal
636,5/4/2025,1094,2038,402,3,926.51,3,Paypal
637,5/4/2025,1198,2096,402,1,1814.89,20,Credit
638,5/4/2025,1017,2067,401,1,523.71,30,Paypal
639,5/4/2025,1112,2044,402,1,560.47,29,Cash
640,5/4/2025,1105,2078,404,1,383.43,28,Paypal
641,5/4/2025,1022,2012,402,0,623.19,0,NULL
642,5/4/2025,1150,2093,404,2,1814.26,5,NULL
643,5/4/2025,1109,2040,402,1,31.09,13,Cash
644,5/4/2025,1070,2082,401,1,719.82,5,Paypal
645,5/4/2025,1141,2076,403,0,3224.28,4,Credit
646,5/4/2025,1168,2038,402,1,1667.72,28,NULL
647,5/4/2025,1191,2050,403,0,560.34,13,Cash
648,5/4/2025,1005,2030,404,3,679.88,27,NULL
649,5/4/2025,1028,2030,404,0,509.91,17,Cash
650,5/4/2025,1135,2001,403,2,989.64,18,Credit
651,5/4/2025,1033,2049,404,2,751.87,27,Paypal
652,5/4/2025,1139,2087,402,3,0,13,Credit
653,5/4/2025,1197,2009,401,0,265.24,7,Paypal
654,5/4/2025,1003,2033,402,0,836.25,27,Paypal
655,5/4/2025,1015,2050,403,3,560.34,11,Paypal
656,5/4/2025,1108,2089,404,0,413.52,7,Paypal
657,5/4/2025,1163,2068,402,2,3280.96,1,Credit
658,5/4/2025,1021,2039,401,1,878.8,11,Credit
659,5/4/2025,1039,2068,403,3,2460.72,28,Paypal
660,5/4/2025,1150,2081,401,2,1193.95,30,Cash
661,5/4/2025,1178,2055,402,0,53.94,10,NULL
662,5/4/2025,1062,2011,404,0,0,8,Paypal
663,5/4/2025,1116,2078,401,2,0,11,Credit
664,5/4/2025,1170,2094,402,0,986.7,19,Credit
665,5/4/2025,1003,2090,402,0,143.28,4,NULL
666,5/4/2025,1041,2063,403,2,1325.9,18,Credit
667,5/4/2025,1042,2047,402,2,803.95,26,Cash
668,5/4/2025,1187,2015,401,2,0,22,Paypal
669,5/4/2025,1109,2034,401,2,326.81,11,Cash
670,5/4/2025,1182,2073,401,3,499.43,9,Credit
671,5/4/2025,1116,2065,403,0,470.34,23,Cash
672,5/4/2025,1127,2072,402,2,1008.72,1,Credit
673,5/4/2025,1040,2032,401,0,0,6,Credit
674,5/4/2025,1058,2094,401,0,493.35,5,Credit
675,5/4/2025,1003,2031,401,3,1695.9,22,Paypal
676,5/4/2025,1093,2049,402,1,1691.71,5,Paypal
677,5/4/2025,1009,2070,404,1,30.76,23,NULL
678,5/4/2025,1082,2031,404,2,452.24,21,Paypal
679,5/4/2025,1069,2009,403,0,0,18,Paypal
680,5/4/2025,1128,2086,401,1,804.69,15,Cash
681,5/4/2025,1057,2066,401,3,1548.18,7,NULL
682,5/4/2025,1017,2059,403,2,409.64,11,Paypal
683,5/4/2025,1083,2011,404,0,1638.96,18,NULL
684,5/4/2025,1094,2025,403,2,223.7,1,Cash
685,5/4/2025,1189,2079,402,3,3802.16,11,Paypal
686,5/4/2025,1094,2075,404,1,702.58,19,Paypal
687,5/4/2025,1187,2069,402,1,627.45,16,Credit
688,5/4/2025,1001,2052,401,1,0,0,NULL
689,5/4/2025,1138,2044,401,2,166.06,22,NULL
690,5/4/2025,1000,2097,404,2,1347.36,12,Credit
691,5/4/2025,1026,2026,402,3,211.56,29,Paypal
692,5/4/2025,1125,2007,402,2,933.42,19,Credit
693,5/4/2025,1023,2005,402,3,1286.34,8,Credit
694,5/4/2025,1179,2047,404,0,669.96,25,Cash
695,5/4/2025,1148,2012,402,3,3115.95,24,NULL
696,5/4/2025,1019,2075,401,3,2341.92,24,NULL
697,5/4/2025,1169,2016,402,2,775.25,18,Paypal
698,5/4/2025,1066,2040,404,2,55.26,25,Credit
699,5/4/2025,1081,2057,403,1,393.28,28,NULL
700,5/4/2025,1019,2025,402,0,559.24,27,Credit
701,5/4/2025,1039,2013,402,3,4676.8,17,Cash
702,5/4/2025,1119,2040,404,0,69.08,14,NULL
703,5/4/2025,1137,2045,402,3,0,3,Credit
704,5/4/2025,1078,2059,403,0,1536.15,21,NULL
705,5/4/2025,1023,2020,403,0,0,20,Credit
706,5/4/2025,1055,2041,402,0,4021.05,5,Paypal
707,5/4/2025,1182,2031,403,3,1695.9,4,NULL
708,5/4/2025,1131,2006,403,2,475.2,7,Credit
709,5/4/2025,1044,2003,404,3,1155.54,7,Credit
710,5/4/2025,1142,2095,402,0,2453.95,17,Credit
711,5/4/2025,1118,2013,402,0,1870.72,15,Paypal
712,5/4/2025,1003,2007,402,1,1050.1,17,Paypal
713,5/4/2025,1050,2051,403,0,117.32,20,Credit
714,5/4/2025,1149,2075,403,0,780.64,14,Cash
715,5/4/2025,1005,2008,402,3,466.13,4,Cash
716,5/4/2025,1032,2011,403,0,409.74,13,Paypal
717,5/4/2025,1010,2059,401,1,921.69,23,Paypal
718,5/4/2025,1146,2055,404,3,0,12,NULL
719,5/4/2025,1007,2048,404,1,1287.47,13,Paypal
720,5/4/2025,1090,2027,402,2,413.78,12,Credit
721,5/4/2025,1071,2057,402,0,1310.94,29,NULL
722,5/4/2025,1157,2079,402,2,2281.3,24,NULL
723,5/4/2025,1127,2052,404,0,2193.78,4,Cash
724,5/4/2025,1022,2035,404,1,1619.98,25,Cash
725,5/4/2025,1107,2025,402,0,279.62,23,Credit
726,5/4/2025,1097,2091,403,3,2717.37,10,Paypal
727,5/4/2025,1139,2062,403,2,1486.46,29,Paypal
728,5/4/2025,1099,2034,402,0,408.51,30,Paypal
729,5/4/2025,1081,2076,402,0,2418.21,25,Cash
730,5/4/2025,1199,2035,401,3,2699.97,14,Cash
731,5/4/2025,1135,2045,402,1,842.78,0,Paypal
732,5/4/2025,1025,2031,402,2,904.48,18,NULL
733,5/4/2025,1136,2094,401,1,0,19,Paypal
734,5/4/2025,1147,2049,403,1,3383.42,14,Credit
735,5/4/2025,1045,2030,403,2,407.93,28,Cash
736,5/4/2025,1151,2003,403,1,693.32,7,Credit
737,5/4/2025,1144,2024,404,2,298.25,12,Cash
738,5/4/2025,1044,2062,401,0,1238.72,8,Cash
739,5/4/2025,1014,2029,402,0,13.51,23,NULL
740,5/4/2025,1134,2061,401,2,639.74,26,NULL
741,5/4/2025,1157,2025,402,2,671.09,2,Cash
742,5/4/2025,1183,2022,403,0,2684.72,18,NULL
743,5/4/2025,1005,2018,402,0,542.26,1,Paypal
744,5/4/2025,1134,2046,401,2,53.49,7,Paypal
745,5/4/2025,1180,2084,404,0,281.85,6,Credit
746,5/4/2025,1086,2038,403,1,1667.72,17,NULL
747,5/4/2025,1040,2093,404,3,755.94,3,NULL
748,5/4/2025,1166,2040,402,2,27.63,7,NULL
749,5/4/2025,1057,2085,402,3,1452.9,11,Cash
750,5/4/2025,1078,2093,403,1,0,10,Paypal
751,5/4/2025,1045,2093,401,3,2267.82,1,Cash
752,5/4/2025,1197,2072,401,1,1513.08,25,Cash
753,5/4/2025,1154,2040,402,0,69.08,6,Paypal
754,5/4/2025,1127,2018,403,0,0,30,Credit
755,5/4/2025,1060,2044,403,1,934.11,7,Credit
756,5/4/2025,1162,2011,403,3,1229.22,13,Credit
757,5/4/2025,1002,2033,402,1,3010.5,15,Credit
758,5/4/2025,1177,2008,403,2,159.82,21,Cash
759,5/4/2025,1027,2092,401,0,482.21,2,Cash
760,5/4/2025,1098,2056,404,1,944.5,27,Cash
761,5/4/2025,1105,2063,404,2,2209.84,15,Cash
762,5/4/2025,1139,2048,401,3,357.63,6,NULL
763,5/4/2025,1147,2083,402,1,691.34,11,Cash
764,5/4/2025,1115,2009,401,2,53.05,15,Credit
765,5/4/2025,1005,2040,403,0,103.62,5,NULL
766,5/4/2025,1018,2043,402,3,2620.35,16,Paypal
767,5/4/2025,1041,2093,401,0,755.94,24,Paypal
768,5/4/2025,1086,2076,404,0,0,11,Credit
769,5/4/2025,1110,2083,402,3,768.16,22,Credit
770,5/4/2025,1040,2006,401,2,0,0,Paypal
771,5/4/2025,1052,2024,404,2,298.25,16,Cash
772,5/4/2025,1169,2036,403,1,392.36,7,Credit
773,5/4/2025,1024,2006,404,3,0,16,NULL
774,5/4/2025,1039,2006,403,0,198,10,Paypal
775,5/4/2025,1109,2011,403,3,1638.96,16,Paypal
776,5/4/2025,1051,2012,401,1,1121.74,11,Credit
777,5/4/2025,1043,2081,403,0,746.22,21,Paypal
778,5/4/2025,1121,2014,403,3,985.2,26,Paypal
779,5/4/2025,1120,2062,403,0,2477.44,27,NULL
780,5/4/2025,1164,2069,404,1,0,19,Cash
781,5/4/2025,1094,2048,403,1,321.87,7,Cash
782,5/4/2025,1114,2005,403,3,428.78,14,NULL
783,5/4/2025,1119,2033,402,2,1338,5,Cash
784,5/4/2025,1144,2007,402,0,1166.78,15,NULL
785,5/4/2025,1021,2085,403,3,0,3,Credit
786,5/4/2025,1193,2075,402,0,1561.28,20,Cash
787,5/4/2025,1099,2066,404,3,0,23,Paypal
788,5/4/2025,1146,2030,404,2,543.9,0,Paypal
789,5/4/2025,1020,2050,401,1,168.1,3,Cash
790,5/4/2025,1030,2096,404,1,3024.81,16,Paypal
791,5/4/2025,1042,2027,402,1,232.75,10,Cash
792,5/4/2025,1010,2054,401,3,900.51,29,Credit
793,5/4/2025,1051,2080,402,2,0,27,Paypal
794,5/4/2025,1081,2093,401,0,755.94,18,Paypal
795,5/4/2025,1099,2071,404,2,984.26,11,Paypal
796,5/4/2025,1070,2066,404,0,0,2,NULL
797,5/4/2025,1179,2079,404,0,2851.62,30,Credit
798,5/4/2025,1106,2019,402,0,3735.72,8,Cash
799,5/4/2025,1027,2072,401,2,672.48,7,Paypal
800,5/4/2025,1137,2044,404,2,830.32,30,Credit
801,5/4/2025,1098,2083,404,3,2304.48,13,Credit
802,5/4/2025,1009,2022,403,3,2684.72,21,Cash
803,5/4/2025,1036,2079,404,0,950.54,25,Credit
804,5/4/2025,1101,2042,402,0,335.22,7,Credit
805,5/4/2025,1190,2060,403,2,0,27,Paypal
806,5/4/2025,1005,2043,403,2,2096.28,15,Credit
807,5/4/2025,1071,2062,401,1,557.42,13,NULL
808,5/4/2025,1034,2038,404,2,2223.62,2,Credit
809,5/4/2025,1068,2093,404,0,2267.82,6,Credit
810,5/4/2025,1048,2056,402,3,524.72,23,NULL
811,5/4/2025,1189,2062,403,0,1858.08,3,NULL
812,5/4/2025,1131,2020,401,2,0,13,Credit
813,5/4/2025,1181,2064,404,1,264.64,2,Credit
814,5/4/2025,1199,2067,401,1,0,19,Cash
815,5/4/2025,1049,2025,401,1,503.32,27,Credit
816,5/4/2025,1008,2058,401,2,533.4,18,NULL
817,5/4/2025,1180,2025,403,2,894.78,2,NULL
818,5/4/2025,1118,2064,404,0,882.12,4,NULL
819,5/4/2025,1174,2003,402,2,308.14,15,Cash
820,5/4/2025,1125,2076,404,1,725.46,11,Credit
821,5/4/2025,1121,2075,403,2,2498.05,12,Paypal
822,5/4/2025,1041,2033,401,2,669,30,NULL
823,5/4/2025,1007,2049,401,1,845.86,2,NULL
824,5/4/2025,1146,2099,402,1,581.69,24,Paypal
825,5/4/2025,1165,2028,402,2,1531.06,0,Paypal
826,5/4/2025,1166,2052,401,0,731.26,7,Credit
827,5/4/2025,1121,2016,402,0,646.04,9,Cash
828,5/4/2025,1057,2032,403,2,3782.4,5,Cash
829,5/4/2025,1108,2048,403,3,357.63,7,Cash
830,5/4/2025,1064,2027,404,2,413.78,28,NULL
831,5/4/2025,1173,2066,404,0,2580.3,6,Cash
832,5/4/2025,1001,2065,403,2,376.27,17,Credit
833,5/4/2025,1076,2087,401,3,796.6,11,NULL
834,5/4/2025,1016,2043,403,2,2795.04,24,Paypal
835,5/4/2025,1070,2033,403,1,752.62,10,Cash
836,5/4/2025,1038,2066,402,0,1032.12,23,Paypal
837,5/4/2025,1153,2051,403,1,316.76,2,NULL
838,5/4/2025,1184,2003,404,2,1848.86,24,Paypal
839,5/4/2025,1066,2053,404,3,0,15,Paypal
840,5/4/2025,1188,2004,402,2,2967.2,14,Credit
841,5/4/2025,1185,2091,402,3,3623.16,24,Paypal
842,5/4/2025,1171,2045,403,1,280.93,25,Cash
843,5/4/2025,1168,2071,402,2,1968.51,4,Paypal
844,5/4/2025,1024,2060,402,2,326.7,5,Credit
845,5/4/2025,1185,2071,402,2,984.26,10,Credit
846,5/4/2025,1167,2011,402,2,327.79,27,Cash
847,5/4/2025,1057,2095,403,3,2453.95,7,Credit
848,5/4/2025,1084,2047,403,2,803.95,27,Paypal
849,5/4/2025,1118,2015,404,0,4049.82,1,NULL
850,5/4/2025,1162,2074,401,3,659.5,30,Cash
851,5/4/2025,1049,2064,401,3,882.12,11,Paypal
852,5/4/2025,1135,2038,404,0,926.51,23,Credit
853,5/4/2025,1038,2017,402,2,741.92,28,Paypal
854,5/4/2025,1104,2072,404,1,1134.81,1,Paypal
855,5/4/2025,1080,2091,402,0,2717.37,6,Credit
856,5/4/2025,1124,2042,402,2,0,15,Credit
857,5/4/2025,1162,2007,401,3,583.39,20,Paypal
858,5/4/2025,1070,2026,402,1,190.4,29,Paypal
859,5/4/2025,1125,2097,401,1,3031.56,19,Credit
860,5/4/2025,1157,2055,404,3,53.94,4,Paypal
861,5/4/2025,1109,2061,404,0,799.68,18,Paypal
862,5/4/2025,1009,2068,402,2,0,10,NULL
863,5/4/2025,1003,2041,402,0,2412.63,18,Credit
864,5/4/2025,1173,2000,402,1,872.38,24,NULL
865,5/4/2025,1177,2044,403,1,373.64,0,Paypal
866,5/4/2025,1026,2049,403,1,3383.42,24,Paypal
867,5/4/2025,1016,2005,403,2,686.05,29,Cash
868,5/4/2025,1116,2093,403,3,755.94,19,Credit
869,5/4/2025,1175,2017,403,3,463.7,6,NULL
870,5/4/2025,1091,2096,402,1,1209.92,3,NULL
871,5/4/2025,1103,2002,402,1,779.4,1,Paypal
872,5/4/2025,1186,2016,402,0,646.04,15,NULL
873,5/4/2025,1150,2064,402,0,294.04,3,Credit
874,5/4/2025,1093,2091,401,3,2717.37,12,Paypal
875,5/4/2025,1163,2032,401,0,0,5,NULL
876,5/4/2025,1169,2013,401,0,935.36,16,Cash
877,5/4/2025,1176,2014,404,3,1231.5,28,Credit
878,5/4/2025,1097,2015,403,3,2699.88,2,Paypal
879,5/4/2025,1179,2019,402,0,1867.86,21,Credit
880,5/4/2025,1077,2053,401,2,976.24,7,Paypal
881,5/4/2025,1159,2077,402,3,561.83,21,NULL
882,5/4/2025,1026,2065,401,2,1881.36,25,Credit
883,5/4/2025,1029,2013,404,1,0,17,NULL
884,5/4/2025,1155,2025,403,1,503.32,18,NULL
885,5/4/2025,1091,2090,404,2,171.94,16,NULL
886,5/4/2025,1041,2005,404,1,385.9,30,Cash
887,5/4/2025,1176,2061,403,1,359.86,21,NULL
888,5/4/2025,1000,2001,401,0,1649.4,9,Paypal
889,5/4/2025,1146,2085,404,1,653.81,28,Paypal
890,5/4/2025,1023,2099,401,0,1292.64,4,Credit
891,5/4/2025,1065,2082,402,3,266.6,6,Paypal
892,5/4/2025,1075,2033,404,0,2508.75,28,NULL
893,5/4/2025,1025,2022,401,2,1073.89,0,NULL
894,5/4/2025,1092,2086,403,3,894.1,0,Cash
895,5/4/2025,1189,2014,401,0,0,15,Credit
896,5/4/2025,1002,2017,402,2,0,15,NULL
897,5/4/2025,1091,2056,403,0,1049.44,25,Paypal
898,5/4/2025,1095,2043,402,0,0,8,Credit
899,5/4/2025,1102,2051,404,2,93.86,29,Cash
900,5/4/2025,1098,2088,404,3,0,21,Credit
901,5/4/2025,1166,2021,401,1,0,9,Cash
902,5/4/2025,1178,2092,401,1,867.98,2,NULL
903,5/4/2025,1026,2053,404,3,1830.45,16,Credit
904,5/4/2025,1046,2078,404,2,454.43,19,Credit
905,5/4/2025,1156,2003,402,3,1925.9,25,Credit
906,5/4/2025,1124,2014,404,3,0,13,Paypal
907,5/4/2025,1011,2008,403,2,106.54,23,Paypal
908,5/4/2025,1003,2090,402,2,57.31,17,Credit
909,5/4/2025,1132,2066,401,3,1548.18,6,Paypal
910,5/4/2025,1169,2093,402,3,755.94,16,Cash
911,5/4/2025,1088,2084,404,1,0,21,Cash
912,5/4/2025,1142,2078,401,0,568.04,20,NULL
913,5/4/2025,1164,2020,404,3,1879.15,14,Paypal
914,5/4/2025,1042,2009,404,2,53.05,10,Credit
915,5/4/2025,1061,2042,403,0,167.61,6,Credit
916,5/4/2025,1129,2028,404,3,2551.76,8,Cash
917,5/4/2025,1060,2010,404,3,544.88,0,Credit
918,5/4/2025,1146,2057,401,3,436.98,9,NULL
919,5/4/2025,1114,2040,401,3,34.54,14,Credit
920,5/4/2025,1190,2083,401,0,2304.48,9,Paypal
921,5/4/2025,1103,2052,401,0,2193.78,28,Credit
922,5/4/2025,1023,2077,403,1,505.65,7,Paypal
923,5/4/2025,1167,2085,404,2,387.44,11,Credit
924,5/4/2025,1093,2006,402,3,594,2,Cash
925,5/4/2025,1084,2071,404,2,492.13,28,Credit
926,5/4/2025,1183,2057,401,0,873.96,12,Credit
927,5/4/2025,1194,2084,402,0,563.7,27,Cash
928,5/4/2025,1087,2045,403,2,499.42,7,Paypal
929,5/4/2025,1179,2013,401,1,1683.65,25,Credit
930,5/4/2025,1126,2017,404,0,927.4,9,Cash
931,5/4/2025,1065,2078,402,1,127.81,17,Credit
932,5/4/2025,1030,2050,402,3,186.78,9,NULL
933,5/4/2025,1005,2024,403,0,621.35,4,Paypal
934,5/4/2025,1193,2053,401,0,1830.45,22,Cash
935,5/4/2025,1197,2057,404,1,1179.85,10,Paypal
936,5/4/2025,1127,2000,401,3,969.31,5,Cash
937,5/4/2025,1149,2061,402,1,359.86,1,Cash
938,5/4/2025,1187,2016,401,3,2584.16,14,Cash
